,Topic,Probability,Document
536,5,0.14025675371578186,"In Kraków during World War II, the Nazis force local Polish Jews into the overcrowded Kraków Ghetto. Oskar Schindler, a German Nazi Party member from Czechoslovakia, arrives in the city, hoping to make his fortune. He bribes Wehrmacht (German armed forces) and SS officials, acquiring a factory to produce enamelware. Schindler hires Itzhak Stern, a Jewish official with contacts among black marketeers and the Jewish business community; he handles administration and helps Schindler arrange financing. Stern ensures that as many Jewish workers as possible are deemed essential to the German war effort to prevent them from being taken by the SS to concentration camps or killed. Meanwhile, Schindler maintains friendly relations with the Nazis and enjoys his new wealth and status as an industrialist."
537,5,0.18819236816141519,"During the collapse of Nazi Germany in the city of Falkenheim, ten-year-old Johannes ""Jojo"" Betzler joins the Deutsches Jungvolk, the junior section of the Hitler Youth (HJ). Heavily indoctrinated with Nazi ideals, he has an imaginary friend named Adolf, a buffoonish version of Adolf Hitler. The local HJ training camp is run by the conflicted Captain Klenzendorf. Though a fanatic, Jojo is nicknamed ""Jojo Rabbit"" after refusing to kill a rabbit to prove his worthiness. Pepped up by Adolf, he returns to prove himself, throwing a Stielhandgranate by himself that explodes at his feet. His mother Rosie insists to the now-demoted Klenzendorf that Jojo still be included, giving him small tasks like spreading propaganda leaflets and collecting scrap for the war effort."
538,9,1.0,"Joe Gideon is a theater director and choreographer attempting to balance staging his latest Broadway musical, NY/LA, while editing a Hollywood film he has directed, The Stand-Up. He is an alcoholic, a driven workaholic who chain-smokes cigarettes, and a womanizer constantly flirting and engaging in sexual encounters with a stream of women. Each morning, he begins his day by playing a tape of Vivaldi while taking doses of Visine, Alka-Seltzer, and Dexedrine, always concluding by looking at himself in the mirror and saying, ""It's showtime, folks!"" Joe's ex-wife, Audrey Paris, is involved with the production of the show but disapproves of his womanizing ways. Meanwhile, his girlfriend Katie Jagger and daughter Michelle keep him company. In his imagination, he flirts with an angel of death named Angelique in a nightclub setting, discussing his life with her."
539,2,1.0,"Late one night, a drunken Brick Pollitt is out trying to recapture his glory days of high school sports by leaping hurdles on a track field, dreaming about his moments as a youthful athlete. Unexpectedly, he falls and breaks his ankle, leaving him dependent on a crutch. Brick, along with his wife, Maggie ""the Cat"", are seen the next day visiting his family's estate in eastern Mississippi, there to celebrate Big Daddy's 65th birthday."
540,0,0.2105618171998693,"In 1948, Daisy Werthan, or Miss Daisy, a 72-year-old wealthy, Jewish, widowed, retired schoolteacher, lives alone in Atlanta, Georgia, except for a black housekeeper, Idella. When Miss Daisy drives her 1946 Chrysler Windsor into her neighbor's yard, her 40-year-old son, Boolie, buys her a Hudson Commodore and hires 60-year-old Hoke Colburn, a black chauffeur. Boolie tells Hoke that Miss Daisy may not appreciate his efforts, but she cannot fire him, because Boolie is his employer. At first, Miss Daisy refuses to let anyone drive her, but Hoke's patience pays off, and she reluctantly accepts the first two trips. Then she tries to get Boolie to fire Hoke after discovering a can of salmon missing from her pantry. Unprompted and before she is able to confront him, Hoke admits to eating the salmon and offers her a replacement can."
541,2,1.0,"In late 1963, 38-year old Randle McMurphy is on an Oregon work farm for the statutory rape of a 15-year-old girl, with a record of several previous arrests for assault. He pretends to be insane to get himself transferred to a mental institution and avoid hard labor. The ward is dominated by Head Nurse Ratched, a cold, passive-aggressive tyrant who intimidates her patients."
542,2,1.0,"Bobby Dupea works in an oil field in Kern County, California. He spends most of his time with his girlfriend Rayette, a waitress who has dreams of singing country music, or with his friend, fellow oil worker Elton, with whom he bowls, gets drunk, and philanders. While Bobby acts the part of a blue-collar laborer, he is secretly a former classical pianist who comes from an upper-class family of musicians."
543,-1,0.6137286249391475,"The unconventional Father Charles ""Chuck"" O'Malley is assigned to St. Mary's parish. Upon arriving at his quarters, the housekeeper warns him that their last priest prematurely aged while there. His duties include overseeing a nun-run, run-down inner-city school."
544,0,0.3757032908481263,"The story focuses on Apple Annie, an aging and wretched fruit seller in New York City, whose daughter Louise has been raised in a Spanish convent since she was an infant. Louise has been led to believe her mother is a society matron named Mrs. E. Worthington Manville who lives at the Hotel Marberry. Annie discovers her charade is in danger of being uncovered when she learns Louise is sailing to New York with her fiancé Carlos and his father, Count Romero."
545,3,1.0,"The 1997 general election has Tony Blair and the Labour Party elected on a manifesto of reform and modernisation. Less than four months later, Diana, Princess of Wales is killed in a car crash at the Alma Bridge tunnel in Paris."
546,4,0.28165004818681677,"At a Louisiana assisted-living home in 1999, retiree Paul Edgecomb begins to cry while watching the film Top Hat. His companion Elaine becomes concerned, and Paul explains to her that the film reminded him of events that he witnessed when he was an officer at Cold Mountain Penitentiary's death row, nicknamed ""The Green Mile""."
547,3,0.44437180583985714,"César (Charles Boyer) is a barkeeper in Marseille in the early 1920s. His 18-year-old son Marius (Horst Buchholz) works for him at his bar, but wants nothing more than to go to sea and leave his boring existence behind. The only thing holding him back is Fanny (Leslie Caron), an 18-year-old girl with whom he grew up. Fanny works selling fish with her mother down at the waterfront. Fanny has been in love with Marius her whole life. She flirts with him, but Marius always rejects her."
548,-1,0.2201024365757801,"In 1963, Ford Motor Company Vice President Lee Iacocca proposes to Henry Ford II to boost their car sales by purchasing Ferrari, dominant in the 24 Hours of Le Mans. Owner Enzo Ferrari uses Ford's offer to secure a deal with Fiat that allows him to retain ownership of the firm's racing team, Scuderia Ferrari. He insults Ford and the whole company. This leads Ford into ordering his racing division to build a car to compete against Ferrari at Le Mans, and Iacocca hiring Shelby American owner Carroll Shelby, a retired driver who won Le Mans in 1959. Shelby enlists his friend Ken Miles, a hot-tempered British racing driver and mechanical engineer."
